Barcode_x	Barcode_y	Condition1	Condition2	Type_of_gene_x	Type_of_gene_y	Z_Condition1	Z_Condition2	GI_Condition1	GI_Condition2	Class_Condition1	Class_Condition2	DeltaZ	DeltaGI	DeltaZ_FDR
RTT107	SHU1	NoDrug	MMS	DNA_repair	DNA_repair	3.08405929321722	-15.2944924874596	0.0178580054679525	-0.159787479542808	NEUTRAL	AGGRAVATING	14.8722737288932	0.17764548501076	6.56118285131397e-37
SGS1	SHU1	NoDrug	MMS	DNA_repair	DNA_repair	5.71545923251725	12.5986399839396	0.0308340630038322	0.0916074458403107	NEUTRAL	ALLEVIATING	-6.71231917680044	-0.0607733828364784	3.46968488525448e-08
CLA4	SHU2	NoDrug	MMS	DNA_repair	DNA_repair	-1.99177605063239	-32.5095227197758	-0.0114582086560513	-0.267308093237976	NEUTRAL	AGGRAVATING	25.4955271991773	0.255849884581925	1.89122989888316e-106
MAG1	SHU2	NoDrug	MMS	DNA_repair	DNA_repair	-0.34419902794772	-21.7796836500697	-0.00207522656404359	-0.256975345712777	NEUTRAL	AGGRAVATING	19.2376839404856	0.254900119148733	4.80116219101326e-61
MMS4	SHU2	NoDrug	MMS	DNA_repair	DNA_repair	3.03712456765823	9.7124540094445	0.0214396751437015	0.0874356342952051	NEUTRAL	ALLEVIATING	-5.76882515399146	-0.0659959591515036	2.77358421389731e-06
MPH1	SHU2	NoDrug	MMS	DNA_repair	DNA_repair	-9.6069783439415	1.61148023913335	-0.0897723653823671	0.0175105404299604	AGGRAVATING	NEUTRAL	-7.48580583881818	-0.107282905812327	5.7964948975664e-10
RTT107	SHU2	NoDrug	MMS	DNA_repair	DNA_repair	-1.85953167687354	-19.0995166896848	-0.0115782904038464	-0.225136402005651	NEUTRAL	AGGRAVATING	16.0196894963706	0.213558111601805	1.10893111226502e-42
SGS1	SHU2	NoDrug	MMS	DNA_repair	DNA_repair	5.47095212666807	10.3374909991547	0.0312170419406516	0.0756666326101217	NEUTRAL	ALLEVIATING	-4.78936466098191	-0.0444495906694701	0.000142645358579684
SHU1	SHU2	NoDrug	MMS	DNA_repair	DNA_repair	5.42193079797364	10.3999187829141	0.0457288305500028	0.119790757332563	NEUTRAL	ALLEVIATING	-5.18782082498323	-0.0740619267825606	3.15125616924285e-05
CSM2	SLX4	NoDrug	MMS	DNA_repair	DNA_repair	1.8015042308979	-16.151989288941	0.014343972921421	-0.179810561371284	NEUTRAL	AGGRAVATING	14.1855696132973	0.194154534292705	1.08740199127028e-33
CSM3	SLX4	NoDrug	MMS	DNA_repair	DNA_repair	-0.722645001281323	-11.2085786866181	-0.00520040991570319	-0.101708490016722	NEUTRAL	AGGRAVATING	8.3330495931993	0.0965080801010187	3.85733860778093e-12
MAG1	SLX4	NoDrug	MMS	DNA_repair	DNA_repair	2.84260302039109	-18.273544543324	0.0239185112502338	-0.302092122484044	NEUTRAL	AGGRAVATING	17.5748534551166	0.326010633734278	4.0567682787502e-51
MMS1	SLX4	NoDrug	MMS	DNA_repair	DNA_repair	-0.813534977731603	-11.9074699204439	-0.00729100524265767	-0.176908027082929	NEUTRAL	AGGRAVATING	9.77579821901719	0.169617021840271	2.06367064610405e-16
MPH1	SLX4	NoDrug	MMS	DNA_repair	DNA_repair	-2.57174707190107	-13.141341381121	-0.0249070788267547	-0.22969344499695	NEUTRAL	AGGRAVATING	10.2482680937244	0.204786366170196	5.82503646339437e-18
PSY3	SLX4	NoDrug	MMS	DNA_repair	DNA_repair	2.38640914314066	-21.8752590193113	0.0153624723937277	-0.191662807015312	NEUTRAL	AGGRAVATING	19.041505261982	0.207025279409039	7.51517522507255e-60
RAD51	SLX4	NoDrug	MMS	DNA_repair	DNA_repair	-1.3669377909316	-17.7526828814584	-0.01270135194106	-0.346828490656255	NEUTRAL	AGGRAVATING	15.4447030776965	0.334127138715195	1.00184917504963e-39
RAD54	SLX4	NoDrug	MMS	DNA_repair	DNA_repair	-2.80004568604122	-22.6910571174638	-0.0213885566055252	-0.365524339204323	NEUTRAL	AGGRAVATING	19.3030206693479	0.344135782598798	1.93918382005434e-61
RAD55	SLX4	NoDrug	MMS	DNA_repair	DNA_repair	-0.999945790245297	-21.8116565611823	-0.00813495845469411	-0.411555947339719	NEUTRAL	AGGRAVATING	19.6333490359121	0.403420988885025	1.74992127759889e-63
RAD57	SLX4	NoDrug	MMS	DNA_repair	DNA_repair	-0.715402115716963	-8.88124708706854	-0.0106969638825226	-0.371766103168849	NEUTRAL	AGGRAVATING	8.12303323457177	0.361069139286326	1.40923564487767e-11
RAD59	SLX4	NoDrug	MMS	DNA_repair	DNA_repair	-1.70591326778966	-37.5756746413017	-0.0134335967137717	-0.429961498468842	NEUTRAL	AGGRAVATING	29.9867464592608	0.416527901755071	3.61438584226338e-146
RTT101	SLX4	NoDrug	MMS	DNA_repair	DNA_repair	-0.119394072643988	-19.1645629282075	-0.000988882687405088	-0.335985375227822	NEUTRAL	AGGRAVATING	17.2771165453346	0.334996492540417	1.84810678461123e-49
SHU1	SLX4	NoDrug	MMS	DNA_repair	DNA_repair	-2.22155430638217	-17.6803468267877	-0.0163807398678487	-0.19588066877866	NEUTRAL	AGGRAVATING	13.4877132445565	0.179499928910811	1.4409505723958e-30
SHU2	SLX4	NoDrug	MMS	DNA_repair	DNA_repair	1.55057287844621	-16.3333573823197	0.0136199649455076	-0.226313021814919	NEUTRAL	AGGRAVATING	14.6251396834952	0.239932986760427	1.00793529611521e-35
PSY3	SRS2	NoDrug	MMS	DNA_repair	DNA_repair	5.88922833745101	8.8135747327148	0.0284873994389357	0.0584242879811919	NEUTRAL	ALLEVIATING	-3.64810576403336	-0.0299368885422562	0.00592796297207789
RAD5	SRS2	NoDrug	MMS	DNA_repair	DNA_repair	6.11969113562946	28.1687425824503	0.0474283075577947	0.276107749245253	NEUTRAL	ALLEVIATING	-18.3006868010399	-0.228679441687458	2.11984682038178e-55
RAD59	SRS2	NoDrug	MMS	DNA_repair	DNA_repair	4.88266001673549	11.5886284976408	0.0283826791000747	0.0857719804409995	NEUTRAL	ALLEVIATING	-6.09796701409188	-0.0573893013409248	6.73239124705981e-07
RAD61	SRS2	NoDrug	MMS	DNA_repair	DNA_repair	-4.9876154726501	-15.1011539431924	-0.0432930492307819	-0.214000162087135	NEUTRAL	AGGRAVATING	10.2722952318088	0.170707112856354	4.90731440821749e-18
RTT101	SRS2	NoDrug	MMS	DNA_repair	DNA_repair	-29.325770592938	-1.19735635625655	-0.32374173872928	-0.010554930796102	AGGRAVATING	NEUTRAL	-22.1690434521289	-0.313186807933178	8.71609011152746e-81
SHU1	SRS2	NoDrug	MMS	DNA_repair	DNA_repair	1.17276608540576	5.23064866316929	0.00733115888071502	0.0465181564195213	NEUTRAL	ALLEVIATING	-3.60486957768638	-0.0391869975388063	0.00669177230085286
SHU2	SRS2	NoDrug	MMS	DNA_repair	DNA_repair	1.17012657466756	5.93557242318958	0.0091791990467404	0.0620933942546084	NEUTRAL	ALLEVIATING	-4.04674041833518	-0.052914195207868	0.0017839681090893
CLA4	CSM3	NoDrug	4NQO	DNA_repair	DNA_repair	0.329620960667028	-22.1676778372435	0.0020144915655761	-0.351386847451694	NEUTRAL	AGGRAVATING	20.8021708851184	0.353401339017271	3.96789521579409e-64
CLA4	MMS1	NoDrug	4NQO	DNA_repair	DNA_repair	-5.86645773674328	-15.3691894053023	-0.0516807077776086	-0.388943287026202	NEUTRAL	AGGRAVATING	12.5862102762101	0.337262579248593	6.42775658134104e-24
MMS4	MPH1	NoDrug	4NQO	DNA_repair	DNA_repair	-13.3384184566934	1.96639552384143	-0.251918185758165	0.0355769218145136	AGGRAVATING	NEUTRAL	-10.9923056877736	-0.287495107572679	1.35281237712794e-18
MPH1	MUS81	NoDrug	4NQO	DNA_repair	DNA_repair	-9.52273491490714	-0.714346070790828	-0.262833535982831	-0.0170669572190652	AGGRAVATING	NEUTRAL	-6.73242281218126	-0.245766578763766	2.19253102538108e-07
CLA4	RAD18	NoDrug	4NQO	DNA_repair	DNA_repair	-28.143852634181	1.41023771001879	-0.254634577321609	0.0179208885841354	AGGRAVATING	NEUTRAL	-17.472040359166	-0.272555465905745	9.01420105087806e-46
CSM3	RAD18	NoDrug	4NQO	DNA_repair	DNA_repair	-20.2213162251705	4.22222105317253	-0.248601243290087	0.0652482569486783	AGGRAVATING	NEUTRAL	-15.8933090081497	-0.313849500238765	5.37868735788887e-38
