Barcode_i	Barcode_j	C_ij.HetDipl	C_ij.NoDrug	C_ij.DMSO	C_ij.MMS	C_ij.4NQO	C_ij.BLMC	C_ij.ZEOC	C_ij.HYDX	C_ij.DXRB	C_ij.CMPT	C_ij.CSPL	GIS_ij.NoDrug	GIS_ij.DMSO	GIS_ij.MMS	GIS_ij.4NQO	GIS_ij.BLMC	GIS_ij.ZEOC	GIS_ij.HYDX	GIS_ij.DXRB	GIS_ij.CMPT	GIS_ij.CSPL	Chromosomal_distance_bp	Remove_by_Chromosomal_distance_or_SameGene	Type_of_gene_i	Type_of_gene_j	SOJ_E_NoMMS	SOJ_E_MMS	SOJ_Class_NoMMS	SOJ_Class_MMS
20	HO_donor_1	RAD54_recipient_1	44	13	13	11	10	32	30	30	10	12	15	0.0763758880107341	0.0513206215072589	0.032548076523378	0.024425091509497	0.230475230022645	0.173982925965549	0.181563571631327	0.028700809202442	0.0504984552555297	0.105246509831389	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
21	HO_donor_1	RAD54_recipient_2	215	65	59	51	51	143	117	131	37	40	67	0.0388567101457074	0.00199819399545348	0.0339961814407258	0.0194574304358597	0.131045438207217	0.0758991888033256	0.115859315972421	-0.0240743458926677	-0.0158982771875889	0.0369536389324396	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
22	HO_donor_1	RAD55_recipient_1	75	14	14	13	13	27	23	26	9	12	16	0.0306386019937273	0.0275431306177691	0.0327512672205862	0.020858977433891	0.126718901167467	0.0740893304697828	0.0815236049478255	0.00677187489927379	0.0394336653857867	0.047173331481232	550437	no	Neutral	DNA_repair	NA	NA	NA	NA
23	HO_donor_1	CSM2_recipient_1	149	131	128	116	126	127	166	121	153	191	123	0.0364286686593738	0.058752035146666	0.0650270025890668	0.0663939330738826	0.117157778036735	0.161538307457263	0.116031823273576	0.0627280947829463	0.0791113482466297	0.0591790826208288	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
24	HO_donor_1	RAD57_recipient_1	157	82	67	49	54	124	90	108	29	26	70	0.100488362519763	0.0750911948474159	0.0356911602477401	0.0406193529179804	0.191173570535404	0.132955721057412	0.173506277896709	-0.0201421132268665	-0.0195757958904148	0.0677589911305883	407170	no	Neutral	DNA_repair	NA	NA	NA	NA
25	HO_donor_1	RAD59_recipient_1	460	292	323	294	323	188	204	223	324	0	292	-0.0626424288091434	-0.0755261855648394	-0.0180589538096168	-0.0520392867170895	-0.214934776219514	-0.197316165975028	-0.153405280123378	-0.0677037095481335	-0.156650988013398	-0.0598821888923524	296206	no	Neutral	DNA_repair	NA	NA	NA	NA
26	HO_donor_1	RAD5_recipient_1	170	92	88	46	30	129	96	106	85	104	68	-0.0389128248896251	-0.000382943028483795	0.00604604808336898	-0.00930499643260693	-0.0247117589559933	-0.0064853156272342	-0.0515091033411728	-0.0680446621188763	-0.0442032399283549	-0.0421567415561737	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
27	HO_donor_1	RAD5_recipient_2	434	201	190	96	68	253	222	250	229	249	194	0.039334386249893	0.0662113121531117	0.0142912074052926	0.0252578925043778	0.0970441024485103	0.0861678577214374	0.0961401201364029	0.0731774672951962	0.0377800276309949	0.0694727170769552	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
28	HO_donor_1	RAD61_recipient_1	91	78	77	79	73	101	132	72	103	5	76	0.102970505905094	0.109309544249023	0.0846309943980701	0.130429734844501	0.19765613867208	0.492556661141989	0.0806666610693428	0.128670233300946	-0.143674133409426	0.141533955466098	426015	no	Neutral	DNA_repair	NA	NA	NA	NA
29	HO_donor_1	RTT101_recipient_1	57	10	10	8	8	29	38	26	12	7	14	0.0409519840359242	0.0304530064561557	0.0253311672357718	0.0309991026241721	0.151102487650659	0.270761126720492	0.127604025250071	0.0479662731318625	0.0225410858767969	0.0575729512447976	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
30	HO_donor_1	RTT101_recipient_2	59	15	15	11	13	34	36	34	12	0	20	0.0387846749583043	0.0404395249504494	0.0385199363778491	0.0301325111500763	0.14585334574304	0.162649141012885	0.138803297737487	0.0242486209626899	-0.0331661702767415	0.0927157820086604	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
31	HO_donor_1	RTT107_recipient_1	52	33	33	21	32	47	63	40	19	5	35	0.116202497281127	0.0722561549162935	0.0397107776125197	0.0602813076733497	0.230747680135229	0.251048922837991	0.126200391924229	-0.0146485233706103	-0.0844635912979846	0.149285131104447	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
32	HO_donor_1	SGS1_recipient_1	188	68	73	57	54	137	140	107	53	40	38	0.0239254364126965	-0.00358226664033251	0.058080454040614	0.0293999759927914	0.106811453203728	0.110604065426663	0.0953538635144017	-0.0709679466763363	-0.0481633882430073	-0.0526328397094449	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
33	HO_donor_1	SHU1_recipient_1	193	155	149	142	106	192	180	145	186	211	151	0.10980075232898	0.114862536934076	0.156772359525795	0.0745445155907034	0.368502719727672	0.20377166063312	0.0885885294001489	0.109174145860013	0.163906275281925	0.104024058229435	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
34	HO_donor_1	CSM2_recipient_2	295	392	458	344	485	78	239	200	438	510	332	-0.0646666094262327	0.239040109273774	0.0572122012375365	0.162105547103488	-0.362538414847989	-0.125894065390163	-0.111932635157866	-0.0383165429728001	0.128180345679515	-0.0526995753829641	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
35	HO_donor_1	SHU1_recipient_2	147	134	109	117	131	128	154	121	142	186	130	0.0935420127120101	0.0226669447831473	0.0732924410191868	0.0990536551533249	0.125327886527874	0.194474571570713	0.144598495229982	0.0627782997906058	0.222456275717891	0.134108983574464	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
36	HO_donor_1	SHU2_recipient_1	269	95	88	87	86	98	149	122	131	171	101	-0.03582923279611	-0.0413322020118368	-0.0138054595547073	-0.0184372060595213	-0.0525272198133068	-0.00652667693877734	-0.0265108663170922	-0.0443599546531054	-0.00733283646210142	-0.0202848792905945	554167	no	Neutral	DNA_repair	NA	NA	NA	NA
37	HO_donor_1	SHU2_recipient_2	300	233	237	212	263	243	263	234	279	368	238	0.106423535387465	0.189718750555461	0.0941404624160551	0.125914711695501	0.12291760188809	0.206512207357459	0.0983590280602543	0.126108740136779	0.17938813111209	0.136040329710965	554167	no	Neutral	DNA_repair	NA	NA	NA	NA
38	HO_donor_1	SLX4_recipient_1	269	262	252	262	256	177	197	179	216	148	207	0.138030370032475	0.198681580934913	0.0972482139995879	0.190851768038103	0.0094361035942776	0.0689894157433036	0.00108536648413948	0.0908263247128723	-0.0696760921144291	0.0963428766500852	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
39	HO_donor_1	SRS2_recipient_1	169	107	122	101	73	150	180	115	116	49	106	0.0691376481345149	0.14853741512098	0.0729788838817924	0.076422347204983	0.152034588935288	0.33664760409331	0.0694092573236691	0.0577174203942485	-0.0674058337947078	0.103595100142436	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
40	HO_donor_1	SRS2_recipient_2	287	169	172	179	118	200	307	162	184	84	163	0.0328670730971915	-0.0171865329440867	0.0508319533234843	0.0164336092031589	0.0671048376862814	0.331045347497785	0.0330806333834837	0.0478688243230086	-0.0611640129539942	0.0216019689011223	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
41	HO_donor_1	YBR259W_recipient_1	496	508	486	682	570	409	423	502	515	550	462	0.137298627863838	0.128917051130333	0.179934038067894	0.110321388905414	0.100155279253563	0.0861205048913881	0.173544344449267	0.173863979852038	0.103737714862778	0.232626928663921	NA	no	Neutral	Neutral	NA	NA	NA	NA
42	HO_donor_1	YCL047C_recipient_1	155	78	77	105	79	87	95	81	100	124	86	0.228660130518109	0.20067846066857	0.20038378332129	0.184869342658179	0.281459698481018	0.289126728060898	0.214558733881813	0.236972500956006	0.240607194116308	0.257921271436158	NA	no	Neutral	Neutral	NA	NA	NA	NA
43	HO_donor_1	YDL027C_recipient_1	212	144	143	199	155	165	169	151	166	234	146	0.112658947106647	0.0787590884634517	0.152880526527318	0.0644800592970064	0.131537374754307	0.129598232947278	0.130362057523827	0.0527809987958078	0.136047153744232	0.104634162878542	355664	no	Neutral	Neutral	NA	NA	NA	NA
44	HO_donor_1	YDL027C_recipient_2	371	324	299	432	329	264	300	280	353	461	285	0.0911373657307495	0.0738821388682306	0.129113381707673	0.0588429726618378	0.14192677283944	0.108487205735576	0.0739775365685872	0.0647620523096759	0.228735460592808	0.0591530107275324	355664	no	Neutral	Neutral	NA	NA	NA	NA
45	HO_donor_1	CSM3_recipient_1	148	50	47	53	41	87	84	79	47	32	51	0.0193725476556391	0.026064752009655	0.0250292089385717	0.0256328983810932	0.113523038160259	0.110914195089861	0.140243641283524	-0.0080320396589284	0.00729929465840903	0.038323748646446	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
46	HO_donor_1	YFR057W_recipient_1	463	340	309	417	389	184	308	221	380	391	235	0.0798259757557529	0.11685866143824	0.0756778659142489	0.13794976669953	-0.0887903095792606	0.067928704527209	-0.0646053272830779	0.0793602840706156	0.0592430367057316	-0.0232947856514676	NA	no	Neutral	Neutral	NA	NA	NA	NA
47	HO_donor_1	YKR011C_recipient_1	206	214	199	293	272	118	220	170	177	213	175	-0.026225261305765	-0.0897924076911621	-0.109358121587941	0.0771592438910504	-0.233723746219845	-0.0274953429721113	-0.0410361200211821	-0.148380620599461	-0.0713825460063463	-0.0179042013578908	NA	no	Neutral	Neutral	NA	NA	NA	NA
48	HO_donor_1	YKR011C_recipient_2	201	173	167	239	187	165	192	169	218	267	164	0.0631974760583927	0.130546858538464	0.0450434322824269	0.0502588541699255	0.0442560526307683	0.171782168286327	0.066346202737864	0.11525183010312	0.0971171979020768	0.0780860641648163	NA	no	Neutral	Neutral	NA	NA	NA	NA
49	HO_donor_1	YLR179C_recipient_1	197	232	236	339	240	138	94	159	203	174	161	0.0862204786904159	0.124921343606523	0.141691777497588	0.0518633133318287	-0.104222740441277	-0.239732059365552	-0.131973281385636	-0.0594632232113096	-0.295992433028956	-0.0768961510339435	NA	no	Neutral	Neutral	NA	NA	NA	NA
50	HO_donor_1	YLR179C_recipient_2	269	256	239	347	261	174	221	232	258	315	230	0.162202393630526	0.174166730208746	0.18354817100161	0.200091486125839	0.0131557645503408	0.237897273433519	0.106144156774122	0.142352005013607	0.145523050264518	0.186583788952512	NA	no	Neutral	Neutral	NA	NA	NA	NA
51	HO_donor_1	YLR356W_recipient_1	436	301	335	449	422	125	213	170	341	336	192	0.0366352156963801	0.0674986790919986	0.0137648358478116	0.0739528449992619	-0.110875266491167	0.00115314523043464	-0.141258758466753	0.075071415857738	-0.0276876817303391	-0.133211790290962	NA	no	Neutral	Neutral	NA	NA	NA	NA
52	HO_donor_1	YLR356W_recipient_2	260	201	181	275	186	200	133	195	234	220	205	0.1799944528235	0.166437108332648	0.246781988150535	0.0906627226089081	0.201127456263476	0.117797286295571	0.188488619348619	0.254019107894281	0.138007471101572	0.26343533197035	NA	no	Neutral	Neutral	NA	NA	NA	NA
53	HO_donor_1	CSM3_recipient_2	37	12	12	14	14	19	16	14	11	7	11	0.0515864883646611	0.0366418476988999	0.0211083740874299	0.0544066770570316	0.106899827228295	0.0472035621197668	0.0310252312193106	0.00405912415347928	0.0214980666146762	0.0459510605624516	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
54	HO_donor_1	FLO8_recipient_1	206	132	136	211	158	156	212	195	201	269	171	0.052443304261704	0.0480291807552848	0.194391149497456	0.0760975652167671	0.0721089926342302	0.27913769593768	0.278523793825827	0.166485651537989	0.228559402190898	0.186415416461697	NA	no	Neutral	Neutral	NA	NA	NA	NA
55	HO_donor_1	FLO8_recipient_2	149	172	168	211	197	115	156	151	162	211	137	0.147291046477932	0.160284222844097	0.0839937089236179	0.148983502511858	0.102815411775113	0.148976146724398	0.104646051347512	0.0548215771175647	0.180767367078412	0.0535894822354787	NA	no	Neutral	Neutral	NA	NA	NA	NA
56	HO_donor_1	GAL2_recipient_2	209	231	225	320	256	204	325	260	284	383	210	0.0509286904629734	0.0808710017519136	0.0833331722756279	0.0829941754818748	0.277596222545235	0.527478265260488	0.395901084113251	0.222642057035534	0.279473745875466	0.117281938293172	NA	no	Neutral	Neutral	NA	NA	NA	NA
57	HO_donor_2	APT2_recipient_1	4840	4748	5178	5765	6018	5338	4899	5318	5185	7340	5194	0.163305043010638	0.391344457670546	0.219188251914637	0.276132603998434	0.255853222339948	0.181290473890792	0.241379948464754	0.188480149341884	0.458721889612196	0.214352226798915	1296486	no	Neutral	Neutral	NA	NA	NA	NA
58	HO_donor_2	GAL2_recipient_1	2588	3477	3414	4663	4340	3202	3074	3546	3520	4565	3204	-0.0507239512804062	0.00951497903200371	-0.0814074127873379	0.10363432012073	-0.0641656183393038	-0.0452458144987019	-0.0724313035640427	-0.0876928434332708	0.104263890418877	-0.101814376545915	NA	no	Neutral	Neutral	NA	NA	NA	NA
59	HO_donor_2	HO_recipient_1	4710	81	75	103	100	86	122	95	102	119	102	-1.19768958800286	-1.36072370759076	-1.45616642777049	-1.43137845358971	-1.00454753495768	-1.53920083606931	-1.18231139568967	-1.1343369607519	-1.22886395824192	-1.11494912497098	0	YES	Neutral	Neutral	NA	NA	NA	NA
60	HO_donor_2	HO_recipient_2	4826	98	93	124	109	109	130	111	123	166	138	-1.21433146577342	-1.290376309008	-1.40587618923419	-1.39209127387388	-1.13214310732914	-1.39212943807798	-1.29421044165699	-1.28733216329087	-1.48157691293558	-1.32701273997062	0	YES	Neutral	Neutral	NA	NA	NA	NA
61	HO_donor_2	MAG1_recipient_1	607	738	690	436	894	517	800	713	705	1018	614	0.0790314966668091	-0.0122436809532465	0.0357087590599731	0.176553986485218	-0.0149808435096364	0.309102187706642	0.0441219102013657	-0.0191712190520401	-0.010137408396748	-0.0261708347251567	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
62	HO_donor_2	MAL13_recipient_1	4146	4524	4289	6019	5290	4060	5019	5440	5307	5857	4773	0.159574923311085	0.10981182133557	0.139047574433737	0.128806624035704	0.05287006892933	0.32143170748404	0.196407692479846	0.287559056697919	0.0446994743424571	0.153634672164901	NA	no	Neutral	Neutral	NA	NA	NA	NA
63	HO_donor_2	MMS1_recipient_1	847	598	542	417	579	921	859	940	556	238	821	0.057138535401799	0.0328864262922108	0.0542879334536563	0.0415144180848114	0.207249778096082	0.102998866934212	0.151446489965189	0.148257672535924	-0.0349651676191281	0.197570801915643	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
64	HO_donor_2	MMS4_recipient_1	1546	1630	1499	1312	1369	2052	1825	1771	1188	814	1607	0.193158762298006	0.00629211446445954	0.09040221664321	-0.0314274463137667	0.360856410027059	0.132552773336781	0.101358220876568	0.0279804329272965	-0.03551931695053	0.202862074861871	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
65	HO_donor_2	MPH1_recipient_1	784	670	617	642	649	477	1248	427	707	1031	750	0.167330239507444	0.0112041968065962	0.137066464712328	0.053324507871385	-0.0827509121275982	0.316151391232276	-0.0391573686311988	0.0631062044203888	-0.037129595244471	0.153729395152929	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
66	HO_donor_2	MUS81_recipient_1	502	398	434	384	404	546	517	377	182	18	410	0.0476601222922629	0.06082905890663	0.127625306155092	0.085212590222918	0.223496845868351	0.0993921448370082	-0.0728834054794361	-0.120848926579885	-0.139044174114022	0.046400091843988	1198053	no	Neutral	DNA_repair	NA	NA	NA	NA
67	HO_donor_2	NGL3_recipient_1	20797	29877	29978	39702	41607	26139	24223	28472	29436	31416	29171	0.0366956290310694	0.0808820504627321	0.0574480093165686	0.0584764649230178	0.214223596287239	0.0576899823772762	0.130405849963889	0.0310577122441139	0.0489188798420762	0.0167515726465941	NA	no	Neutral	Neutral	NA	NA	NA	NA
68	HO_donor_2	CLA4_recipient_1	2008	1198	1105	1417	1352	1156	1293	1376	848	838	913	-0.0840326917556983	-0.0372274286618526	-0.0913429643928337	-0.0485599016044549	-0.0944152129021542	-0.0329227715480985	0.0110768669067525	-0.127231449745923	-0.0662194705782997	-0.0871253950416546	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
69	HO_donor_2	NGL3_recipient_2	3962	7337	6588	10283	8413	5731	6826	7282	7033	7149	6497	0.0272647508788075	0.0122155484875306	0.0588798106021218	0.0663939528300923	0.0315303678168906	0.12728590558054	0.0572518331291789	-0.0243349435555131	0.0374327675400257	-0.0125415551578936	NA	no	Neutral	Neutral	NA	NA	NA	NA
70	HO_donor_2	PSY3_recipient_1	2919	6466	6066	4832	5978	3860	4943	4579	5148	7402	5648	0.225000027479602	0.490778195262918	0.121629937093353	0.143609062247863	-0.0571683233313756	-0.0100545578547013	-0.0813825165028574	-0.0962789516962934	0.270476843755277	0.0289580285100592	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
71	HO_donor_2	PSY3_recipient_2	7817	6723	6116	5210	6751	4637	7050	6163	6633	6778	7275	0.0814986712887723	0.150470978436059	0.0352958087549725	0.137863866286888	0.0228288145595386	0.127783869995107	0.023902837498112	0.0952837268103343	0.0261592442883452	0.0954288523326133	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
72	HO_donor_2	RAD18_recipient_1	600	342	299	124	95	337	286	284	325	458	238	0.058368678808826	0.0278970805177073	-0.00261598393122733	0.006456131040324	0.0157137020172517	0.0448248672761093	-0.084447827221885	-0.0374211890966464	-0.0253644765446319	-0.0313272254105575	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
73	HO_donor_2	RAD18_recipient_2	2807	2547	2308	928	621	3281	3232	2494	2772	3598	2627	0.161817880954523	0.106513035367317	0.0416986408350044	0.000796027042223785	0.356728377771684	0.405327524494545	0.0704874410763325	0.199296681561231	0.131053817209888	0.206994376330164	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
74	HO_donor_2	RAD51_recipient_1	587	279	295	297	339	543	443	547	245	262	297	0.046173715600124	0.0426010748273915	0.083357511524469	0.0962050804696858	0.269536152644165	0.172632810214778	0.178141380470124	0.0662070209405829	0.0352030010314174	0.0927372289059933	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
75	HO_donor_2	RAD52_recipient_1	412	159	181	163	161	468	408	469	152	165	209	0.0257178091910309	0.0365480793515837	0.0371541820437463	0.023898826606285	0.26935400912806	0.136709716956639	0.138908440386956	-0.0221947749161772	-0.0244684486071398	0.0573895610780815	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
76	HO_donor_2	RAD54_recipient_1	595	296	372	276	281	688	699	700	197	237	347	0.106181965408492	0.176445759659863	0.102982599590848	0.0595069968574675	0.312902051204543	0.304760093681859	0.312461408692247	-0.0192699213126433	0.0299168051130153	0.102365668865955	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
77	HO_donor_2	RAD54_recipient_2	3344	1841	1682	1105	1374	3228	2860	3034	1071	1076	1793	0.0631776878006386	0.0348860018399509	0.00516955401950442	0.0104312754162733	0.215897007858571	0.0685931095933595	-0.00428899807661198	-0.0215711896652225	-0.0154246984058447	0.0147765980096614	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
78	HO_donor_2	RAD55_recipient_1	1141	341	353	311	361	602	630	634	224	234	375	0.00590368396449417	0.0139675517099119	0.00972895294183049	0.00927239249664893	0.123652120982741	0.118894821508489	0.0975121396405496	-0.0138231750584647	-0.00173432754285194	0.00810321796756283	550437	no	Neutral	DNA_repair	NA	NA	NA	NA
79	HO_donor_2	CSM2_recipient_1	1898	2825	3165	2857	2930	2982	3667	2728	3135	4446	2892	0.111743064143591	0.432328896181403	0.268550737788328	0.161120743723177	0.354077558841924	0.387753937365857	0.2195930114839	0.115719712134425	0.482059969007588	0.154833858234742	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
80	HO_donor_2	RAD57_recipient_1	2378	1771	1646	1210	1473	2989	2317	2861	977	940	1673	0.00213163216021917	0.00986461495095936	0.016387373808621	0.0336276731474593	0.165476057853665	0.146307512035355	0.100331636717022	0.00530413399141111	0.0152566678826878	-0.0294164928282509	407170	no	Neutral	DNA_repair	NA	NA	NA	NA
81	HO_donor_2	RAD59_recipient_1	7246	8525	7738	7240	8789	8798	8753	8565	11177	3064	10783	-0.0348481257215978	-0.114906368362007	-0.0607415521602603	-0.193107838251214	0.0887736107821813	0.0642079466183353	-0.0930608917502015	0.138880466885623	-0.0114859986159986	0.105399813932788	296206	no	Neutral	DNA_repair	NA	NA	NA	NA
82	HO_donor_2	RAD5_recipient_1	2263	2296	2180	1021	818	2960	2299	2639	2134	2593	1824	0.0426559711766741	0.133165709594826	0.0272278126262493	0.0427852745748112	0.102404827201044	0.0476002575476198	-0.0275045264710381	0.0328484264250309	0.0148232709110451	-0.000636087643291927	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
