Barcode_i	Barcode_j	Chromosomal_distance_bp	Remove_by_Chromosomal_distance_or_SameGene	Type_of_gene_i	Type_of_gene_j	SOJ_E_NoMMS	SOJ_E_MMS	SOJ_Class_NoMMS	SOJ_Class_MMS	C_ij.HetDipl	C_ij.NoDrug	C_ij.DMSO	C_ij.MMS	C_ij.4NQO	C_ij.BLMC	C_ij.ZEOC	C_ij.HYDX	C_ij.DXRB	C_ij.CMPT	C_ij.CSPL	GIS_ij.NoDrug	GIS_ij.DMSO	GIS_ij.MMS	GIS_ij.4NQO	GIS_ij.BLMC	GIS_ij.ZEOC	GIS_ij.HYDX	GIS_ij.DXRB	GIS_ij.CMPT	GIS_ij.CSPL	Z_GIS_ij.NoDrug	Z_GIS_ij.DMSO	Z_GIS_ij.MMS	Z_GIS_ij.4NQO	Z_GIS_ij.BLMC	Z_GIS_ij.ZEOC	Z_GIS_ij.HYDX	Z_GIS_ij.DXRB	Z_GIS_ij.CMPT	Z_GIS_ij.CSPL	SE_GIS_ij.NoDrug	SE_GIS_ij.DMSO	SE_GIS_ij.MMS	SE_GIS_ij.4NQO	SE_GIS_ij.BLMC	SE_GIS_ij.ZEOC	SE_GIS_ij.HYDX	SE_GIS_ij.DXRB	SE_GIS_ij.CMPT	SE_GIS_ij.CSPL	FDR.Internal_ij.NoDrug	FDR.Internal_ij.DMSO	FDR.Internal_ij.MMS	FDR.Internal_ij.4NQO	FDR.Internal_ij.BLMC	FDR.Internal_ij.ZEOC	FDR.Internal_ij.HYDX	FDR.Internal_ij.DXRB	FDR.Internal_ij.CMPT	FDR.Internal_ij.CSPL
HO_donor_1	PSY3_recipient_2	NA	no	Neutral	DNA_repair	NA	NA	NA	NA	517	270	248	212	251	196	296	283	266	271	283	0.0167835913874408	0.00981048084067837	0.00472840236677896	0.0210790580713516	0.025258984999457	0.016135348888731	0.0386055276619008	0.00467496102944431	0.0154106753234911	0.0180347481584184	1.31786441692762	0.509281952915636	0.252109766502671	0.922734255391638	1.05805468185926	0.758626680350003	1.80260827690929	0.247206360979903	0.729843752534521	0.775365477030438	0.0127354462051331	0.0192633585080198	0.0187553319824635	0.022844126516583	0.0238730430785211	0.0212691555763459	0.0214164819702776	0.018911168025423	0.0211150335533798	0.0232596739120879	0.260826579531964	0.683769966531726	0.832078579559443	0.361572425132246	0.520873102658552	0.605106904093211	0.262298667531615	0.874039096215871	0.628587267969184	0.610251256116435
HO_donor_1	RAD18_recipient_2	NA	no	Neutral	DNA_repair	NA	NA	NA	NA	189	96	90	38	28	113	115	100	105	141	79	0.00416048177232531	-0.00713805752572128	-0.00471523610116864	-0.0129074443080714	0.00723448045874775	0.00103172733259971	0.00227571167013751	-0.00220179534649889	-0.00397035817547309	-0.0130178764995335	0.260822221736681	-0.265553480728916	-0.145593417619726	-0.290432201251985	0.254138474915111	0.0369143425588469	0.0772643390595856	-0.084328621796862	-0.148836969091336	-0.380279316820349	0.0159514083754935	0.0268799245490139	0.0323863274745312	0.0444421942623114	0.0284666871522081	0.0279492268067617	0.0294535836044945	0.0261097039128988	0.0266758870441431	0.0342324074009088	0.817242503330696	0.848775799205781	0.912664123510648	0.788017181929852	0.869541521283907	0.968529942125787	0.958633672497579	0.958721136464903	0.93141983451814	0.808238705312138
HO_donor_1	RAD54_recipient_2	NA	no	Neutral	DNA_repair	NA	NA	NA	NA	215	65	59	51	51	143	117	131	37	40	67	-0.000456095404649082	-0.019703820161887	-0.00784659119495368	0.0125308762207119	0.0101029178454176	-0.00061393889692174	0.0132074993159429	0.00260641365917069	-0.0142877292970366	-0.00716481127361257	-0.0259095112901536	-0.717300631793877	-0.273491484638497	0.348809554405519	0.382621265123265	-0.0226062573967153	0.498348276566848	0.0709562074025187	-0.363889955967421	-0.19678843490503	0.0176033966654713	0.027469403048775	0.0286904406011959	0.0359246931812647	0.0264044860187341	0.0271579185421	0.0265025483923215	0.0367327081672375	0.039263873769343	0.0364087009334177	0.991036097281017	0.589658218374115	0.831217948877288	0.723681466802656	0.80986755499252	0.9999503275454	0.754438557723455	0.962723009349193	0.821583854363671	0.901923260709647
HO_donor_1	CSM2_recipient_1	NA	no	Neutral	DNA_repair	NA	NA	NA	NA	149	131	128	116	126	127	166	121	153	191	123	-0.00808748186425334	-0.0157499313776941	-0.00325094354578948	0.00697069630605529	-0.00329032664767903	-0.0050657718384578	-0.00509472932977373	-0.012284036943099	-0.00922225154223	-0.0121978523431732	-0.482452188982982	-0.647330458116759	-0.144754863981178	0.232237319305709	-0.110324182672551	-0.187559112287949	-0.171432869114485	-0.482499612953591	-0.33482925506815	-0.361190178776386	0.0167632815208112	0.0243305890835331	0.0224582681118901	0.0300154011719336	0.029824165182759	0.0270089348188032	0.0297185093855684	0.0254591643460666	0.0275431474479521	0.0337712735836178	0.691311127789695	0.627442563285902	0.913202129942799	0.810301873384828	0.958245367241242	0.913122315454646	0.918568924089041	0.760889073073219	0.836272199793154	0.817881703949087
HO_donor_1	RAD57_recipient_1	407170	no	Neutral	DNA_repair	NA	NA	NA	NA	157	82	67	49	54	124	90	108	29	26	70	0.00829655180008626	-0.0146576042811939	-0.00841802152056259	-0.00777035917025892	0.0102438844220099	0.00615783418753113	0.0218364162567045	0.0206244362644423	0.0133123802419903	-0.000527327540837175	0.438775307073536	-0.500226066124979	-0.298288601542693	-0.228227220738129	0.343182533771469	0.195259158289162	0.725726385170786	0.399140871779148	0.214296887111172	-0.0136392354860668	0.0189084291352244	0.0293019602011938	0.0282210633494748	0.0340465924490871	0.0298496672002295	0.0315367240209646	0.0300890483009871	0.0516720730014695	0.0621212021389941	0.0386625439069418	0.702841188176915	0.710044040718405	0.815606902876631	0.834981181039067	0.828084544871809	0.885309110088093	0.650054392883828	0.798800092051184	0.881227593738383	0.996818094387096
HO_donor_1	RAD59_recipient_1	296206	no	Neutral	DNA_repair	NA	NA	NA	NA	460	292	323	294	323	188	204	223	324	0	292	-0.0135752935395845	-0.00787668755095372	0.024294952895862	-0.0182900365920692	-0.0764940309953963	-0.0714133047721301	-0.0402293135903398	-0.0231313603865834	-0.110505141713616	-0.0225245103040489	-1.01467157286015	-0.402859421012779	1.33876834951337	-0.8209728003855	-3.02647097130765	-2.95084690341708	-1.65916597577534	-1.14607042474373	-0.447887472450769	-0.835056160031045	0.0133790025291815	0.0195519507304854	0.0181472417574654	0.0222784927630743	0.0252749924650179	0.0242009521705222	0.024246708393077	0.0201831928363003	0.246725234597319	0.026973647261295	0.397064673533127	0.766732947997758	0.275241841364639	0.432176136177625	0.0741977508326442	0.0526471733023724	0.305784375350244	0.468324219607164	0.779495944216172	0.590029309331637
HO_donor_1	RAD5_recipient_1	NA	no	Neutral	DNA_repair	NA	NA	NA	NA	170	92	88	46	30	129	96	106	85	104	68	-0.0116745301715084	-0.00454048003751095	0.0121930111375022	-0.0270394706631162	-0.0105488834459347	-0.00941150197740159	-0.00716637493989503	-0.0231283305365726	-0.0170657821231295	0.000710001810347194	-0.650832659720269	-0.16689037760629	0.400256848960832	-0.6332955534757	-0.399437608696265	-0.333486582254843	-0.245468454855549	-0.795653253983484	-0.572918916161867	0.0180329888374692	0.0179378370110163	0.0272063620601444	0.0304629668902813	0.0426964479929097	0.0264093395721187	0.0282215311745573	0.0291946879451872	0.0290683541112655	0.0297874300214376	0.039372386726705	0.589623899537953	0.908814374024849	0.739981723762641	0.546686937064031	0.822622881597775	0.837045798696748	0.882253935088805	0.615004335740651	0.71806072595879	0.986729304567304
HO_donor_1	RAD5_recipient_2	NA	no	Neutral	DNA_repair	NA	NA	NA	NA	434	201	190	96	68	253	222	250	229	249	194	0.00252283439610235	0.00604437886493758	0.00147246582038274	-0.0054377959491182	0.0154197773741297	0.0388580757276732	0.0237880252091337	0.00907949475177516	0.0264215847577853	0.0485125461388417	0.185392547701261	0.287060783800808	0.0649851724308354	-0.171138647488255	0.693785301228512	1.74246909314605	1.10977051789946	0.450041513192569	1.16294016121451	1.75894272510312	0.0136080680015661	0.0210560940610118	0.0226584890876439	0.0317742136503176	0.0222255751841749	0.0223005824783465	0.0214350848445307	0.0201747938481625	0.0227196425396404	0.0275805149573575	0.867098929321844	0.813574213474738	0.951625847615337	0.878610999981389	0.670458718715317	0.242741105667493	0.489151559748989	0.773969926941285	0.444536689963754	0.250102972348454
HO_donor_1	SGS1_recipient_1	NA	no	Neutral	DNA_repair	NA	NA	NA	NA	188	68	73	57	54	137	140	107	53	40	38	-0.0106766421650277	-0.00370562362638249	-0.000370815054321239	-0.00192064245856893	0.0137807989793426	0.017920645685256	-0.00733942793214781	-0.0515361228215591	-0.035973331182315	-0.0730342911613657	-0.550174672842149	-0.128888030390546	-0.0129464632621443	-0.0528105969607053	0.494735138946332	0.677258715074849	-0.275531806703507	-1.67245738422326	-0.880163839809168	-1.54216260810246	0.0194059135980819	0.0287507196374561	0.0286421895163838	0.0363685049801278	0.0278549023396487	0.0264605612100177	0.0266373164679517	0.0308146104694286	0.040871175973458	0.0473583594736681	0.649604828570184	0.932098740618045	0.998104005575266	0.970074919226843	0.758672091097681	0.643204923016951	0.867573634119257	0.289559168505497	0.575286568869278	0.317710281662885
HO_donor_1	SHU1_recipient_1	NA	no	Neutral	DNA_repair	NA	NA	NA	NA	193	155	149	142	106	192	180	145	186	211	151	0.0077634492771147	0.0212116989301061	0.0174695131928662	0.00709686484839966	0.0508714222256086	0.0281208135036086	0.0035271855467004	0.00231181653379442	0.0306126601422313	0.010818133213501	0.49891367790892	0.890048728164554	0.793072549012459	0.240043250456268	1.96629457282511	1.10052815679493	0.135880296363278	0.107239945683818	1.27795675309958	0.352343252703778	0.0155607064325303	0.0238320647610481	0.0220276356994317	0.0295649422964825	0.0258717197965502	0.0255521072586684	0.0259580354260518	0.0215574198499735	0.0239543787909745	0.0307033925880114	0.665513791939295	0.483182335630651	0.515925329670486	0.8044150932178	0.237301786716794	0.45727836799359	0.92972604152062	0.944391752193766	0.401392675923658	0.814756105812477
HO_donor_1	CSM2_recipient_2	NA	no	Neutral	DNA_repair	NA	NA	NA	NA	295	392	458	344	485	78	239	200	438	510	332	-0.0018273846782233	0.0425268316622471	0.00901342815923789	0.0337387331716856	-0.0870982519627724	-0.00951569724748569	-0.0162589004745662	0.00473132209619487	0.0565551999325105	-0.00159544788094501	-0.139730959665273	2.19760557429922	0.499981250763297	1.50604819608531	-2.35170576028181	-0.377196607274369	-0.598493846515621	0.250575019348423	2.61779660539643	-0.0640220460308229	0.0130778796810729	0.0193514396575956	0.0180275323234172	0.0224021603421345	0.0370362030122064	0.0252274200349953	0.0271663619755226	0.0188818586485511	0.0216041230307676	0.0249202888670083	0.914448129504921	0.0872023872446667	0.679937867366262	0.138781124276025	0.166240321063973	0.814518938703225	0.713720367468733	0.872355832338209	0.0876461648181163	0.970651630927373
HO_donor_1	SHU1_recipient_2	NA	no	Neutral	DNA_repair	NA	NA	NA	NA	147	134	109	117	131	128	154	121	142	186	130	0.0165620379398534	-0.0190934468321724	0.00850979315888911	0.0226409860477466	0.0410606300488622	0.0157380320146782	0.0163060329494591	-0.00762992557077158	0.0212173696631501	0.0261721756451436	1.07389530838142	-0.725181403504385	0.3556747449207	0.771870808304344	1.38072551693149	0.579337302583781	0.561138386144619	-0.304831973473856	0.79206500454143	0.842594935221764	0.0154223952843372	0.0263292008591295	0.023925772859657	0.0293326108516587	0.0297384451473852	0.0271655768487343	0.0290588442211056	0.0250299385718013	0.0267874095452987	0.0310613968243891	0.358486932158609	0.58546907002917	0.767372428396388	0.443987363303446	0.404416168306942	0.690320968583461	0.72506328981978	0.848039037914334	0.600234578672529	0.579930398781899
HO_donor_1	SHU2_recipient_1	554167	no	Neutral	DNA_repair	NA	NA	NA	NA	269	95	88	87	86	98	149	122	131	171	101	-0.0113989010350533	-0.0346413837163464	-0.0140601866290094	-0.0379717162838928	-0.0249773770116059	-0.0251660294646708	-0.0343147182093225	-0.0209337198131955	-0.0334822952180435	-0.0452387906637887	-0.713765355907598	-1.4283486587387	-0.579385640408286	-1.24122449275998	-0.841966665902045	-0.991957447652963	-1.26666167707641	-0.878908167915418	-1.31612327402786	-1.39966061124374	0.0159700956914038	0.0242527505482705	0.0242674061081345	0.0305921422799668	0.0296655176780024	0.0253700695772942	0.0270906737215927	0.0238178692352419	0.0254400905133867	0.0323212572393457	0.553470338467808	0.276548271278282	0.645094461655994	0.232215198503892	0.626142621922988	0.521236914850914	0.434865333036122	0.578381365050441	0.399240825340921	0.364727084136061
HO_donor_1	SHU2_recipient_2	554167	no	Neutral	DNA_repair	NA	NA	NA	NA	300	233	237	212	263	243	263	234	279	368	238	0.0174664007049802	0.0264123877650445	0.0237901193904422	0.0539605363178254	0.031103784184576	0.0312738689183134	0.0388786602717277	0.0357933702687191	0.0306282542901369	0.0385727559135326	1.32649971396792	1.37986838267062	1.29569217780256	2.31361388347399	1.34425955584682	1.37741015116185	1.6758073116315	1.85709900045777	1.43657706463929	1.44978317477856	0.0131672856926093	0.0191412370170592	0.018360934640193	0.023323051743103	0.0231382280671103	0.022704834062631	0.0231999586121133	0.0192738083752649	0.0213203002080695	0.0266058791304597	0.257744760347454	0.280486177346115	0.290865519657691	0.0234103085308152	0.416740692899217	0.35414867862329	0.297225052862209	0.238133334255636	0.346196281466922	0.342715906494174
HO_donor_1	SLX4_recipient_1	NA	no	Neutral	DNA_repair	NA	NA	NA	NA	269	262	252	262	256	177	197	179	216	148	207	0.00487117569636264	0.00683965528364461	0.010529210905022	0.0230533780016989	0.0168999489638082	0.0169288800129486	0.0108227114729686	0.00231749461256936	0.0100438003112014	0.012639317506107	0.346035659432309	0.326783033010069	0.575099397034286	0.983094573564285	0.579364198332873	0.63921585668163	0.379778089448954	0.104759874552021	0.323293114636817	0.433549552632661	0.0140770916626167	0.0209302644040086	0.0183085062500844	0.0234498069886778	0.0291698192819612	0.0264838236348386	0.0284974614745997	0.0221219681913474	0.0310671643053225	0.0291531093259277	0.761805896862625	0.789873757748273	0.635989553538554	0.331475707639989	0.720703135397517	0.661352751160205	0.810857171997238	0.94564390615858	0.825800203667313	0.77398493433273
HO_donor_1	SRS2_recipient_1	NA	no	Neutral	DNA_repair	NA	NA	NA	NA	169	107	122	101	73	150	180	115	116	49	106	-0.00767767465310321	0.00472012789374388	-0.0119758200352804	-0.0133223676235418	-0.00528004874851307	-0.00715066811282827	0.00532623438753255	-0.0244973017518393	-0.0142867942357723	-0.0118015889686167	-0.452373008608564	0.18583930024162	-0.503144216115198	-0.434029463742273	-0.204056793235399	-0.274621269976415	0.186778586118474	-0.954487742424236	-0.329448429911954	-0.344104179383502	0.0169719998916793	0.0253989758226972	0.0238019630390395	0.0306946157725656	0.0258753882426351	0.0260382894356376	0.0285163010290382	0.0256653916682265	0.0433657985244928	0.0342965580649455	0.710149484703216	0.874695891835501	0.689956973440567	0.682754812585399	0.913948161290332	0.867592318858032	0.904698173041782	0.546049900207875	0.838998303978097	0.826536285089063
HO_donor_1	SRS2_recipient_2	NA	no	Neutral	DNA_repair	NA	NA	NA	NA	287	169	172	179	118	200	307	162	184	84	163	-0.0186333950341024	-0.0312572416909963	0.0106542263231509	-0.0290888382249803	-0.0164609559946854	0.0183756399115957	-0.00795626683333639	-0.0345505804376286	-0.0272452905465439	-0.0330098713328976	-1.29259892331462	-1.42723904286707	0.529597451766398	-1.08093185946665	-0.72154593648023	0.867760217192216	-0.322409051724592	-1.55941548805869	-0.800767793667636	-1.1281161836841	0.0144154499110372	0.0219004951183272	0.0201175936319468	0.0269108898680564	0.0228134553358911	0.0211759418645086	0.0246775541529547	0.022156109582213	0.0340239589578851	0.0292610564499632	0.279358210294959	0.27692646412412	0.662470052282726	0.298993036206062	0.677703848720768	0.555664400117737	0.844775578754013	0.323452424801086	0.610893169375504	0.465635833847538
HO_donor_1	YBR259W_recipient_1	NA	no	Neutral	Neutral	NA	NA	NA	NA	496	508	486	682	570	409	423	502	515	550	462	0.00451388682185183	0.0120827596435814	0.0192964671028231	0.0110937693691158	0.0121092923940151	-0.0069452379714654	0.0217329408193925	0.00182745226834313	0.00647623932004637	0.0394815911302486	0.352998175123109	0.625858277287251	1.12320636352081	0.514323404181131	0.516583667636836	-0.31746759994542	1.03049113651955	0.097339941089449	0.295753765039649	1.57769959950962	0.0127872808982018	0.0193059037198541	0.0171798057147186	0.0215696374672634	0.0234411057736501	0.0218769977555488	0.0210898862194923	0.0187739200156678	0.0218974027910622	0.0250247836422854	0.757325736469128	0.618980534883523	0.359302315859241	0.606760145922327	0.748809602390175	0.845336125947393	0.520526796515507	0.949390918722071	0.839734271132987	0.30202710744742
HO_donor_1	YCL047C_recipient_1	NA	no	Neutral	Neutral	NA	NA	NA	NA	155	78	77	105	79	87	95	81	100	124	86	-0.00172656133656457	-0.00330208664185583	0.00167254685715512	-0.00215281165603998	0.0039374653431179	0.0255928462003467	-0.00685766062233339	-0.00911669003408366	0.0074121288764758	0.0270678467965267	-0.0899187192187746	-0.11257640249142	0.0662242219486773	-0.0646959378824519	0.124023329332366	0.875680154412961	-0.233611424833565	-0.358830415531278	0.251914108090722	0.735561945383152	0.0192013559753203	0.0293319609507642	0.0252558174024501	0.0332758396663402	0.0317477797468734	0.0292262489578786	0.029354988212666	0.0254066813722735	0.0294232384706555	0.0367988678131346	0.947910112694555	0.942112047902398	0.950827616075173	0.960849906528557	0.930739260657751	0.552154471937333	0.888055297519276	0.821301270220001	0.862018048736177	0.628528044753723
