Barcode_i	Barcode_j	Chromosomal_distance_bp	Remove_by_Chromosomal_distance_or_SameGene	Type_of_gene_i	Type_of_gene_j	SOJ_E_NoMMS	SOJ_E_MMS	SOJ_Class_NoMMS	SOJ_Class_MMS	GIS_ij.NoDrug	GIS_ij.DMSO	GIS_ij.MMS	GIS_ij.4NQO	GIS_ij.BLMC	GIS_ij.ZEOC	GIS_ij.HYDX	GIS_ij.DXRB	GIS_ij.CMPT	GIS_ij.CSPL	Z_GIS_ij.NoDrug	Z_GIS_ij.DMSO	Z_GIS_ij.MMS	Z_GIS_ij.4NQO	Z_GIS_ij.BLMC	Z_GIS_ij.ZEOC	Z_GIS_ij.HYDX	Z_GIS_ij.DXRB	Z_GIS_ij.CMPT	Z_GIS_ij.CSPL	SE_GIS_ij.NoDrug	SE_GIS_ij.DMSO	SE_GIS_ij.MMS	SE_GIS_ij.4NQO	SE_GIS_ij.BLMC	SE_GIS_ij.ZEOC	SE_GIS_ij.HYDX	SE_GIS_ij.DXRB	SE_GIS_ij.CMPT	SE_GIS_ij.CSPL	FDR.Internal_ij.NoDrug	FDR.Internal_ij.DMSO	FDR.Internal_ij.MMS	FDR.Internal_ij.4NQO	FDR.Internal_ij.BLMC	FDR.Internal_ij.ZEOC	FDR.Internal_ij.HYDX	FDR.Internal_ij.DXRB	FDR.Internal_ij.CMPT	FDR.Internal_ij.CSPL	Z_GIS_ij.NoDrug_Class	Z_GIS_ij.DMSO_Class	Z_GIS_ij.MMS_Class	Z_GIS_ij.4NQO_Class	Z_GIS_ij.BLMC_Class	Z_GIS_ij.ZEOC_Class	Z_GIS_ij.HYDX_Class	Z_GIS_ij.DXRB_Class	Z_GIS_ij.CMPT_Class	Z_GIS_ij.CSPL_Class
APT2	FLO8	NA	no	Neutral	Neutral	NA	NA	NA	NA	0.00326086096569796	0.00255957462266695	-0.0017673065209328	0.00407644622040456	-0.00360111844259942	0.00195305565988054	-0.00335402436973639	0.0111228646158105	0.0086196990599839	0.0168487760808808	0.581135036041461	0.308385557429986	-0.246084064852448	0.401180816344353	-0.39492920384203	0.214909982401989	-0.427838438948056	1.40007997747124	0.921871250365195	1.58351065174394	0.00561119320547267	0.00829991729832568	0.00718171866184217	0.0101611195110226	0.00911838984700623	0.0090877847462076	0.00783946477082114	0.00794444945630902	0.00935022006225842	0.0106401406661363	0.266653266841853	0.62983578240266	0.149079695261722	0.32719344095364	0.407716432917803	0.364067379305562	0.706393926977038	0.0363589210626114	0.36224744739208	0.456997272510497	NEUTRAL	NEUTRAL	NEUTRAL	NEUTRAL	NEUTRAL	NEUTRAL	NEUTRAL	NEUTRAL	NEUTRAL	NEUTRAL
CLA4	FLO8	NA	no	DNA_repair	Neutral	NA	NA	NA	NA	0.00267063481815313	0.0171584379503028	0.0101280183854206	0.00852459706243647	0.010316615914531	-0.00707352119032493	0.00774562031851987	0.00640495529472094	0.00875650463579958	-0.00410107243673411	0.616780766764772	2.77407289034979	1.80265141670191	1.10746119498132	1.46630574248943	-0.9661184191311	1.15189579170734	0.948169575554209	1.08628382010041	-0.453227862145702	0.00432995800462705	0.00618528734770889	0.0056184009240958	0.00769742280909469	0.00703578770483155	0.00732158817206555	0.00672423701369664	0.00675507362802399	0.00806097308435487	0.00904858853407322	0.540043680382586	0.579427886050589	0.0697392248072296	0.357443334502801	0.383258017229583	0.335329214915937	0.706393926977038	0.403591204657276	0.351781414731067	0.0717732989871168	NEUTRAL	NEUTRAL	NEUTRAL	NEUTRAL	NEUTRAL	NEUTRAL	NEUTRAL	NEUTRAL	NEUTRAL	NEUTRAL
CSM2	FLO8	NA	no	DNA_repair	Neutral	NA	NA	NA	NA	0.00456862260299214	0.00452668406167971	0.00577906870268819	0.0128805817587199	0.00562146094200633	0.00410473614963907	0.0137860927878132	0.0141452054220142	0.0159356720178523	0.00635301146004113	0.944545890689777	0.636447693126722	0.878859878231466	1.47663082573472	0.618096444429912	0.470915042905727	1.71203845287578	1.9661251982905	1.94586731725746	0.650505346920365	0.00483684556570966	0.00711242119433436	0.00657564288213661	0.00872295331658881	0.00909479579225078	0.00871651099593521	0.00805244342769066	0.00719445813232703	0.00818949569506737	0.00976627093092729	0.53614616673549	0.671554012373089	0.462419751130994	0.491381179404971	0.603413997651078	0.265613504579237	0.0430009927602635	0.202498131432277	0.373040400038455	0.626148691638425	NEUTRAL	NEUTRAL	NEUTRAL	NEUTRAL	NEUTRAL	NEUTRAL	NEUTRAL	NEUTRAL	NEUTRAL	NEUTRAL
CSM3	FLO8	NA	no	DNA_repair	Neutral	NA	NA	NA	NA	0.00261550106099087	0.00148124333229615	0.00160642071806147	0.00965658723374081	0.00963783191320311	0.000734764265608023	-0.00350289156621078	0.000555183990160322	-0.0599070271190493	-0.00847878554434783	0.63883817689443	0.24174772521894	0.293423756775189	1.31118307810436	1.49672067578445	0.112117255469151	-0.570503401201106	0.0902653502970624	-6.65563127958122	-1.02156039329777	0.00409415272222075	0.00612722759212998	0.00547474661123726	0.00736478939897682	0.00643929897484164	0.00655353417753073	0.00614000119690083	0.00615057703020281	0.00900095341862428	0.00829983777755602	0.385986698972883	0.733090284767756	0.197260039718539	0.13700970402048	0.59042381748354	0.248080969706469	0.671099913851938	0.503445061159555	0.000551022287677595	0.545147642412025	NEUTRAL	NEUTRAL	NEUTRAL	NEUTRAL	NEUTRAL	NEUTRAL	NEUTRAL	NEUTRAL	NEUTRAL	NEUTRAL
FLO8	FLO8	0	YES	Neutral	Neutral	NA	NA	NA	NA	-0.442656059889644	-0.677848305894807	-0.636693836006015	-0.776136475140865	-0.721252147087596	-0.741010242686984	-0.747454521705061	-0.706090183076996	-0.75218784093163	-0.890733958095328	-50.4797807261437	-49.3463593765057	-53.5960957924339	-48.9726881479794	-45.2210480743464	-45.1298134459889	-52.035872848902	-51.3543330462953	-52.4080746895723	-47.9709698228954	0.00876897747022879	0.0137365413469091	0.0118794816411963	0.015848353531169	0.0159494787892092	0.0164195281590034	0.0143642160836903	0.0137493788974041	0.0143525181069339	0.018568187413843	0	0	0	0	1.07961922716236e-155	2.04205241005255e-193	1.34373367010689e-225	2.17629783194075e-230	8.74026197020242e-251	2.01860942396289e-211	AGGRAVATING	AGGRAVATING	AGGRAVATING	AGGRAVATING	AGGRAVATING	AGGRAVATING	AGGRAVATING	AGGRAVATING	AGGRAVATING	AGGRAVATING
APT2	GAL2	NA	no	Neutral	Neutral	NA	NA	NA	NA	-0.00627593718027022	-0.00706655485084929	-0.00662846708961205	-0.012154013834813	-0.0118222049203906	-0.0140282901080036	-0.0153480629848505	-0.0107179691148571	-0.00430693111619664	-0.00862485493123303	-1.08234462043365	-0.820597362269284	-0.872071682437672	-1.16570173753969	-1.23275016958199	-1.5166878211931	-1.76378203747632	-1.32280138316572	-0.465382290317277	-0.822230433513864	0.00579846479742812	0.00861147643870972	0.00760082826113987	0.010426349591333	0.00959010609943734	0.00924929303972937	0.0087017911843637	0.00810247800709648	0.0092546089651593	0.0104895836734893	0.56380221242691	0.765907399451786	0.406812043494229	0.282217470613837	0.218483846058786	0.319238596461456	0.444057619051849	0.0369369446501645	0.227298876615061	0.608698472830913	NEUTRAL	NEUTRAL	NEUTRAL	NEUTRAL	NEUTRAL	NEUTRAL	NEUTRAL	NEUTRAL	NEUTRAL	NEUTRAL
CLA4	GAL2	NA	no	DNA_repair	Neutral	NA	NA	NA	NA	0.00727449498035771	-0.00120554568595976	-0.0024567976153248	0.000824777756700429	0.000701665660784236	-0.00303685980501905	0.00131345002037076	-0.0123970202990059	-0.0101310990048738	0.00327550820950604	1.68602579646983	-0.195822412569283	-0.424541598465314	0.105731355321096	0.0941663884745687	-0.419707635167295	0.180349788677324	-1.83570710936878	-1.30947230273363	0.370563412496936	0.00431458106725824	0.00615632128183097	0.00578694201983018	0.00780069218062756	0.00745133876482619	0.00723565537188421	0.00728279212303788	0.00675326703031004	0.00773677991029234	0.00883926501927151	0.202939975304052	0.548310035462171	0.246150295258556	0.670797876498501	0.477959375649949	0.432557737486618	0.680341300380117	0.30527173361319	0.256348009005591	0.429930329703667	NEUTRAL	NEUTRAL	NEUTRAL	NEUTRAL	NEUTRAL	NEUTRAL	NEUTRAL	NEUTRAL	NEUTRAL	NEUTRAL
CSM2	GAL2	NA	no	DNA_repair	Neutral	NA	NA	NA	NA	-0.0121918990284818	-0.0215987525249477	-0.0144988911405909	-0.00586276098756964	-0.0204824657450801	-0.0232273366175176	-0.0414284211246685	-0.0229731350254099	-0.0335591492581801	-0.0239904048110298	-2.40261265480765	-2.86663177672034	-2.02918240591104	-0.645081670644299	-2.15386439358896	-2.56511687574158	-4.71718389156665	-3.09769417925733	-4.07541281590246	-2.46141208474968	0.00507443386851629	0.00753454025743705	0.00714518867222356	0.00908840113487334	0.00950963570689351	0.00905507925864101	0.00878244776480602	0.00741620498861436	0.00823453985501313	0.00974660235060544	0.169400785108564	0.748829697551243	0.14627597513209	0.610616851059529	0.442028665983191	0.453781326793504	0.0166158490182853	0.0650677875735837	0.00546514753671148	0.364639383595266	NEUTRAL	NEUTRAL	NEUTRAL	NEUTRAL	NEUTRAL	NEUTRAL	NEUTRAL	NEUTRAL	NEUTRAL	NEUTRAL
CSM3	GAL2	NA	no	DNA_repair	Neutral	NA	NA	NA	NA	0.00243676760423188	-0.00335738241327395	0.00653391432270682	2.18817186299885e-05	0.00775146476654648	-0.00465723259306234	-0.00890404459419556	0.0080381618107226	-0.0293808285324841	0.00325526846408924	0.585427113380611	-0.539096397966436	1.14833980616258	0.00290847917685465	1.14579314456386	-0.701958351059657	-1.31417350337754	1.29205397001605	-3.39759092820192	0.397383408180561	0.00416237572284704	0.00622779604155876	0.00568987880385445	0.00752342282665139	0.00676515198517533	0.00663462808873476	0.00677539500782159	0.00622122759362966	0.00864754738088293	0.00819175737354924	0.400832744503928	0.285290050493417	0.266049698156819	0.645851890316088	0.478884597122998	0.329540791297874	0.364569074482402	0.190905493200614	0.046263052635787	0.612354215298368	NEUTRAL	NEUTRAL	NEUTRAL	NEUTRAL	NEUTRAL	NEUTRAL	NEUTRAL	NEUTRAL	NEUTRAL	NEUTRAL
FLO8	GAL2	NA	no	Neutral	Neutral	NA	NA	NA	NA	-0.0035501715877572	-0.0136380069347525	-0.00980148195012659	0.00163152722100909	-0.0138718844798137	-0.00714585666731656	0.000945603931051391	-0.00304609667915919	-0.0102557657309214	-0.00901417918718671	-0.755035198949369	-1.88897891367113	-1.44421418392892	0.187672826634626	-1.56491929799017	-0.769908349558201	0.118724359534225	-0.431899492105269	-1.26062118446207	-0.887566581229595	0.00470199481123167	0.00721977722252481	0.00678672322928035	0.00869346537943637	0.00886428105118863	0.00928143807170956	0.00796470020778507	0.00705279060253388	0.00813548578853826	0.0101560597005566	0.402689956703711	0.505489121174077	0.427644268687828	0.623319646800968	0.223418904037202	0.326357710717675	0.709138718583027	0.456182624892633	0.372537554249367	0.413960213853442	NEUTRAL	NEUTRAL	NEUTRAL	NEUTRAL	NEUTRAL	NEUTRAL	NEUTRAL	NEUTRAL	NEUTRAL	NEUTRAL
GAL2	GAL2	0	YES	Neutral	Neutral	NA	NA	NA	NA	-0.528068967176123	-0.810593004220255	-0.75756092297178	-0.930292395687438	-0.801388585243026	-0.788568443220816	-0.820600215146709	-0.785358842968503	-0.859507724327771	-0.933823352315646	-42.1385155883963	-41.7788219894136	-46.6147493845847	-43.3460856423762	-37.5649093924265	-38.1324970613025	-42.1110492217959	-45.3024227659884	-46.4902618140362	-38.4043546082642	0.0125317410877553	0.0194020071802324	0.0162515283890447	0.0214619701387283	0.0213334358635401	0.0206796959022405	0.0194865772834267	0.0173359126293379	0.0184879088822054	0.0243155590515951	3.5641817623755e-274	1.67283518051806e-225	0	0	2.68532721539517e-106	1.05099799884278e-133	2.57718364631051e-144	3.56259070206509e-173	2.07800219816109e-192	2.32462901165513e-133	AGGRAVATING	AGGRAVATING	AGGRAVATING	AGGRAVATING	AGGRAVATING	AGGRAVATING	AGGRAVATING	AGGRAVATING	AGGRAVATING	AGGRAVATING
APT2	HO	1296486	no	Neutral	Neutral	NA	NA	NA	NA	0.00584844931786411	0.00593212123230338	-0.000547618534122792	0.00845012626435395	0.00620281522411745	-0.017619652752853	-0.0034267519353553	0.00305295022557495	0.000971066465659188	-0.0154162693157662	1.07156045233371	0.763751624790797	-0.0782558216720751	0.882621137013957	0.695220922498387	-2.20870211888033	-0.432764930323723	0.396814773707405	0.118592533109769	-1.70793625110904	0.0054578808924191	0.00776708165292385	0.00699779930006414	0.00957389972887125	0.00892207789406948	0.00797737848043766	0.00791827547761777	0.0076936405291857	0.00818825975123044	0.00902625569646158	0.456229583509203	0.710012328581552	0.427644268687828	0.33904557987299	0.619150456229083	0.472555132990024	0.513043397690899	0.307425567156664	0.390587293067714	0.645231351582946	NEUTRAL	NEUTRAL	NEUTRAL	NEUTRAL	NEUTRAL	NEUTRAL	NEUTRAL	NEUTRAL	NEUTRAL	NEUTRAL
CLA4	HO	NA	no	Neutral	DNA_repair	NA	NA	NA	NA	-0.0174433782184929	-0.0210897953900836	-0.0211250392264896	-0.00160477080725494	-0.0219077864090788	-0.0215482897578949	-0.0158401453648208	-0.0196104729931613	-0.0132039979506741	-0.0196044909140307	-4.07917165018547	-3.6311269217083	-3.7328200910228	-0.214301570548967	-3.00892679129199	-3.24547402688751	-2.29356003378446	-2.94057549104477	-1.82447154130442	-2.44799656287052	0.00427620598356035	0.00580805789629675	0.00565927066168927	0.0074883763247468	0.00728093035446433	0.0066394892023093	0.00690635742317323	0.00666892349911879	0.00723716300953308	0.00800838171563543	0.0709431931448769	0.213947894108399	0.274225789425082	0.619951871958254	0.640229219947719	0.320459477946835	0.715817775849527	0.198664856490181	0.324597033898431	0.230367810511115	NEUTRAL	NEUTRAL	NEUTRAL	NEUTRAL	NEUTRAL	NEUTRAL	NEUTRAL	NEUTRAL	NEUTRAL	NEUTRAL
CSM2	HO	NA	no	Neutral	DNA_repair	NA	NA	NA	NA	-0.00244609073369018	0.00799970193189265	0.00617142735173416	0.0107366908026571	-0.00747207509320666	-0.00923076023642741	-0.00234069754657765	-0.00762905488153554	0.00313487501760216	-0.0187048653173815	-0.531608180885574	1.2410677833746	1.00360792514543	1.33823646781049	-0.852661523713205	-1.24236336721412	-0.302436726465155	-1.13090543188272	0.446252258717008	-2.29948391569798	0.00460130378282627	0.006445821927744	0.00614924134924489	0.00802301466214232	0.0087632370939725	0.00743000033647683	0.00773946198246307	0.00674597067664161	0.00702489445457385	0.00813437536557151	0.569562195977929	0.259176870119924	0.469105206966637	0.0935490390672225	0.63950973028859	0.187263545267695	0.476231254259928	0.00169193389848684	0.256348009005591	0.600845996290174	NEUTRAL	NEUTRAL	NEUTRAL	NEUTRAL	NEUTRAL	NEUTRAL	NEUTRAL	NEUTRAL	NEUTRAL	NEUTRAL
CSM3	HO	NA	no	Neutral	DNA_repair	NA	NA	NA	NA	0.000645302537690021	0.00413997557031496	0.00683548715903829	0.00774036271401419	-0.00839780976946934	-0.021557660081508	0.00214406026636954	0.0125611185832275	0.023708688232087	-0.00260410194536112	0.157676152775995	0.706842277014556	1.24163501525194	1.0707127594224	-1.26624985675863	-3.65099399242674	0.337717249367677	2.04174474735171	2.9685836292503	-0.354782694035941	0.00409258170198241	0.00585700050059358	0.00550523066365947	0.00722916827683062	0.00663203215751292	0.00590460026125078	0.00634868449978189	0.00615214933184975	0.00798653202775848	0.00733999146276654	0.335172780923057	0.50463056207731	0.0533074383667739	0.194535404756272	0.172059362883501	0.100519967279531	0.713366993199953	0.273227583922359	0.0663519456109456	0.355979368157051	NEUTRAL	NEUTRAL	NEUTRAL	NEUTRAL	NEUTRAL	NEUTRAL	NEUTRAL	NEUTRAL	NEUTRAL	NEUTRAL
